fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;cvli;hom_por_interv_policial;feminicidio;letalidade_violenta;tentat_hom;tentativa_feminicidio;lesao_corp_dolosa;estupro;hom_culposo;lesao_corp_culposa;roubo_transeunte;roubo_celular;roubo_em_coletivo;roubo_rua;roubo_veiculo;roubo_carga;roubo_comercio;roubo_residencia;roubo_banco;roubo_cx_eletronico;roubo_conducao_saque;roubo_apos_saque;roubo_bicicleta;outros_roubos;furto_veiculos;furto_transeunte;furto_coletivo;furto_celular;furto_bicicleta;outros_furtos;sequestro;extorsao;sequestro_relampago;estelionato;apreensao_drogas;posse_drogas;trafico_drogas;ameaca
3301306;Casimiro de Abreu;2026;2;Interior;0;0;0;0;0;0;0;0;0;16;1;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;9;0;0;0;20;6;2;3;19
3301405;Conceição de Macabu;2026;2;Interior;1;0;0;1;0;0;1;1;0;6;0;0;2;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;17;8;2;6;9
3301504;Cordeiro;2026;2;Interior;0;0;0;0;0;0;0;0;0;16;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;2;0;14;2;1;1;13
3301603;Duas Barras;2026;2;Interior;0;0;0;0;0;0;0;0;0;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7;1;1;0;5
3301702;Duque de Caxias;2026;2;Baixada Fluminense;10;2;0;12;5;0;17;16;0;270;28;19;127;163;109;2;274;209;57;4;1;0;0;0;0;1;36;59;24;10;34;5;153;0;7;0;365;33;3;24;256
3301801;Engenheiro Paulo de Frontin;2026;2;Interior;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;5;4;1;9
3301850;Guapimirim;2026;2;Baixada Fluminense;0;0;0;0;0;0;0;1;0;23;4;5;23;1;0;0;1;0;0;0;1;0;0;0;0;0;0;3;0;1;3;3;8;0;0;0;31;14;12;1;34
3301876;Iguaba Grande;2026;2;Interior;0;0;0;0;0;0;0;1;0;16;1;0;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;6;9;0;0;0;30;1;1;0;18
3301900;Itaboraí;2026;2;Interior;2;0;0;2;0;0;2;2;0;65;4;6;15;15;7;1;23;38;6;1;0;0;0;0;0;0;3;24;5;10;11;2;45;0;6;0;152;28;10;10;72
3302007;Itaguaí;2026;2;Baixada Fluminense;1;0;0;1;1;0;2;3;0;58;4;4;5;6;2;0;8;5;1;0;0;0;0;0;0;0;1;16;2;1;6;0;37;0;2;0;69;8;2;6;38
3302056;Italva;2026;2;Interior;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;10;4;3;5
3302106;Itaocara;2026;2;Interior;0;0;0;0;0;0;0;3;0;10;2;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;8;0;1;0;13;10;3;6;24
3302205;Itaperuna;2026;2;Interior;4;1;0;5;0;0;5;0;0;22;1;1;2;2;0;0;2;0;0;0;1;0;0;0;0;0;0;0;2;0;2;3;21;0;1;0;61;50;26;19;34
3302254;Itatiaia;2026;2;Interior;2;0;0;2;0;0;2;2;0;12;2;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;1;10;0;2;0;20;8;2;5;15
3302270;Japeri;2026;2;Baixada Fluminense;0;0;0;0;1;0;1;4;0;44;1;1;0;5;6;0;11;0;2;0;0;0;0;0;0;0;1;4;0;0;3;2;12;0;1;0;29;6;0;4;48
3302304;Laje do Muriaé;2026;2;Interior;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;3;8;4;4;1
3302403;Macaé;2026;2;Interior;2;0;0;2;0;0;2;16;0;87;7;1;36;3;4;1;8;3;0;0;0;0;0;0;0;0;4;15;18;2;15;3;83;0;2;0;227;50;14;29;92
3302452;Macuco;2026;2;Interior;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;1;0;5
3302502;Magé;2026;2;Baixada Fluminense;2;0;0;2;0;0;2;10;0;147;13;2;34;17;18;0;35;12;1;2;0;0;0;0;0;0;3;26;9;1;13;3;68;0;4;0;170;54;45;6;161
3302601;Mangaratiba;2026;2;Interior;1;0;0;1;0;0;1;0;0;40;1;1;11;0;1;0;1;0;0;0;1;0;0;0;0;0;0;9;2;0;9;0;17;0;0;0;22;14;11;3;30
3302700;Maricá;2026;2;Grande Niterói;1;0;0;1;0;1;2;3;0;85;11;0;22;7;7;1;15;5;0;1;0;0;0;0;0;0;3;8;13;2;26;4;94;0;3;0;184;11;2;9;115
3302809;Mendes;2026;2;Interior;0;0;0;0;0;0;0;0;0;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;0;0;11;8;7;1;12
3302858;Mesquita;2026;2;Baixada Fluminense;0;0;0;0;0;0;0;2;0;61;7;2;21;20;22;3;45;23;3;0;0;0;0;0;1;0;10;16;4;1;15;1;35;0;3;0;94;16;3;12;66
3302908;Miguel Pereira;2026;2;Interior;0;0;0;0;0;0;0;1;0;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;0;26;13;12;0;14
3303005;Miracema;2026;2;Interior;0;0;0;0;0;0;0;0;0;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;9;31;17;12;10
3303104;Natividade;2026;2;Interior;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;10;8;4;3;6
3303203;Nilópolis;2026;2;Baixada Fluminense;1;0;0;1;0;0;1;3;0;74;5;0;12;17;15;0;32;11;1;1;0;0;0;0;0;0;2;25;5;2;14;0;39;0;3;0;113;4;0;3;70
3303302;Niterói;2026;2;Grande Niterói;5;0;0;5;1;0;6;6;0;171;14;3;85;47;22;0;69;27;0;7;3;0;0;0;0;1;17;33;30;19;99;30;318;0;11;1;536;22;6;14;152
3303401;Nova Friburgo;2026;2;Interior;2;0;0;2;0;0;2;0;2;91;5;0;23;1;1;0;2;0;0;0;0;0;0;0;0;0;1;4;3;3;11;1;36;0;4;0;108;59;5;49;120
3303500;Nova Iguaçu;2026;2;Baixada Fluminense;17;0;1;18;0;0;18;11;3;305;33;4;87;112;107;4;223;126;6;8;5;0;1;0;1;0;26;62;19;7;61;9;234;0;13;0;365;11;6;3;330
3303609;Paracambi;2026;2;Baixada Fluminense;1;0;0;1;0;0;1;0;0;29;0;0;3;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;22;21;12;7;26
3303708;Paraíba do Sul;2026;2;Interior;0;0;0;0;0;0;0;0;0;20;2;1;4;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;10;0;0;0;36;12;4;3;20
3303807;Paraty;2026;2;Interior;1;0;0;1;1;0;2;0;0;25;1;2;4;2;1;0;3;0;0;0;1;0;0;0;0;0;0;2;1;0;4;0;20;0;1;0;30;14;3;7;19
3303856;Paty do Alferes;2026;2;Interior;0;0;0;0;0;0;0;1;0;10;7;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;12;3;1;1;18
3303906;Petrópolis;2026;2;Interior;2;0;0;2;0;0;2;4;0;106;9;3;35;4;2;0;6;1;0;1;0;0;0;0;0;0;2;2;5;2;9;1;90;0;7;0;273;66;18;31;156
3303955;Pinheiral;2026;2;Interior;1;0;0;1;0;0;1;0;0;9;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;10;8;4;3;13
3304003;Piraí;2026;2;Interior;0;0;0;0;0;0;0;0;0;9;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9;0;1;0;12;21;17;2;20
3304102;Porciúncula;2026;2;Interior;0;0;0;0;0;0;0;0;0;8;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;1;0;4;3;3;0;11
3304110;Porto Real;2026;2;Interior;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;0;0;12;5;1;3;7
3304128;Quatis;2026;2;Interior;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;7;3;3;6
3304144;Queimados;2026;2;Baixada Fluminense;1;0;0;1;0;0;1;0;0;55;8;0;4;4;5;0;9;5;1;1;1;0;0;0;0;0;6;3;4;0;6;2;47;0;2;0;70;6;1;3;52
3304151;Quissamã;2026;2;Interior;0;0;1;1;0;0;1;0;0;11;1;2;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;11;6;0;6;12
3304201;Resende;2026;2;Interior;6;0;0;6;0;0;6;3;0;14;3;2;12;1;0;0;1;0;0;2;1;0;0;0;0;0;1;2;0;1;2;2;38;0;0;0;86;21;8;10;31
3304300;Rio Bonito;2026;2;Interior;0;0;0;0;0;0;0;1;0;16;0;0;5;1;0;0;1;0;0;0;1;0;0;0;0;0;1;2;0;1;3;1;16;0;1;0;23;5;1;3;14
3304409;Rio Claro;2026;2;Interior;1;0;0;1;0;0;1;1;0;9;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;4;3;1;6
3304508;Rio das Flores;2026;2;Interior;0;0;0;0;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;1;0;9
3304524;Rio das Ostras;2026;2;Interior;2;0;0;2;0;0;2;0;0;66;1;4;29;3;7;0;10;4;0;1;0;0;0;0;0;0;1;14;4;0;5;0;37;0;3;0;91;81;52;28;65
3304557;Rio de Janeiro;2026;2;Capital;93;3;3;99;34;1;134;116;14;2135;148;61;999;1461;1262;135;2858;1062;133;97;20;0;0;1;4;16;345;575;1515;371;3097;206;3865;0;166;9;5964;254;88;133;2231
3304607;Santa Maria Madalena;2026;2;Interior;0;0;0;0;0;0;0;0;0;3;1;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;13
3304706;Santo Antônio de Pádua;2026;2;Interior;3;0;0;3;0;0;3;5;0;27;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;4;0;0;0;10;29;16;8;19
3304755;São Francisco de Itabapoana;2026;2;Interior;2;0;0;2;0;0;2;5;0;13;1;0;5;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;8;0;0;0;15;11;3;3;8
3304805;São Fidélis;2026;2;Interior;3;0;0;3;0;0;3;2;0;14;0;2;3;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;2;1;10;0;1;0;15;12;4;7;31
3304904;São Gonçalo;2026;2;Grande Niterói;13;0;2;15;2;1;18;20;1;193;20;9;85;93;37;5;135;323;38;5;1;0;0;0;1;0;32;104;25;8;21;3;227;0;7;0;434;40;6;30;150
3305000;São João da Barra;2026;2;Interior;1;0;0;1;0;0;1;0;0;24;4;0;6;11;9;0;20;1;0;0;2;0;0;0;0;0;2;4;0;1;8;2;19;0;1;0;20;14;4;3;24
3305109;São João de Meriti;2026;2;Baixada Fluminense;4;0;0;4;2;0;6;8;0;150;9;3;33;84;69;9;162;128;35;3;3;0;0;0;0;1;47;37;14;4;15;2;132;0;17;0;321;21;2;18;157
3305133;São José de Ubá;2026;2;Interior;0;0;1;1;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;3;0;0;0;1
3305158;São José do Vale do Rio Preto;2026;2;Interior;0;0;0;0;0;0;0;0;0;8;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;7;4;3;12
3305208;São Pedro da Aldeia;2026;2;Interior;4;0;0;4;0;0;4;1;0;33;5;0;8;3;0;0;3;5;0;0;0;0;0;0;0;0;0;7;1;0;7;0;22;0;0;0;39;23;3;16;30
3305307;São Sebastião do Alto;2026;2;Interior;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5;1;0;1;5
3305406;Sapucaia;2026;2;Interior;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;5;17;14;3;10
3305505;Saquarema;2026;2;Interior;3;0;0;3;0;0;3;0;0;53;5;0;16;3;0;1;4;2;0;2;0;0;0;0;0;0;1;4;4;2;9;3;46;0;4;0;109;24;9;11;71
3305554;Seropédica;2026;2;Baixada Fluminense;3;0;0;3;0;0;3;0;0;28;6;1;9;5;3;0;8;4;1;0;0;0;0;0;0;0;1;7;0;0;4;2;14;0;3;0;44;4;2;1;34
3305604;Silva Jardim;2026;2;Interior;1;0;0;1;0;0;1;2;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;9;1;1;0;10
3305703;Sumidouro;2026;2;Interior;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;6;1;0;0;11
3305752;Tanguá;2026;2;Interior;0;0;0;0;0;0;0;0;0;10;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;4;0;1;0;6;2;1;1;9
3305802;Teresópolis;2026;2;Interior;3;0;0;3;0;0;3;3;0;91;5;1;17;0;1;0;1;0;0;0;1;0;0;0;0;0;0;7;4;0;4;2;56;0;0;0;149;75;36;37;108
3305901;Trajano de Moraes;2026;2;Interior;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5
3306008;Três Rios;2026;2;Interior;0;0;0;0;0;0;0;0;0;34;5;2;4;1;0;0;1;1;1;4;0;0;0;0;0;0;0;1;2;0;6;0;43;0;0;0;63;65;42;10;75
3306107;Valença;2026;2;Interior;2;0;0;2;0;0;2;2;0;16;1;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;11;0;0;0;27;18;5;13;38
3306156;Varre-Sai;2026;2;Interior;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;6;2;2;0;2
3306206;Vassouras;2026;2;Interior;0;0;0;0;0;0;0;1;0;16;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;26;12;10;2;40
3306305;Volta Redonda;2026;2;Interior;3;0;0;3;0;0;3;3;0;99;3;2;13;2;1;0;3;3;0;1;0;0;0;0;0;0;2;1;1;1;5;2;154;0;9;1;218;58;30;24;141
