fmun_cod,fmun,ano,mes,regiao,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas
3304102,Porciúncula,2019,5,Noroeste Fluminense,0,0,0,0,2,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,12,0,0,0,3,13
3304110,Porto Real,2019,5,Médio Paraíba,0,0,0,0,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,7,0,0,0,1,8
3304128,Quatis,2019,5,Médio Paraíba,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2
3304144,Queimados,2019,5,Região Metropolitana,4,0,1,2,10,33,6,1,12,59,28,7,17,1,5,2,0,0,1,3,0,8,15,3,2,6,1,25,0,1,0,17,7
3304151,Quissamã,2019,5,Norte Fluminense,0,0,0,0,2,15,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,2
3304201,Resende,2019,5,Médio Paraíba,3,0,0,0,2,44,2,0,1,5,1,1,2,0,0,0,0,0,0,0,0,5,4,3,0,2,1,55,0,1,0,11,36
3304300,Rio Bonito,2019,5,Região Metropolitana,0,0,0,0,0,17,0,0,6,3,1,0,2,0,3,0,0,0,0,0,0,0,7,2,0,2,1,18,0,0,0,11,12
3304409,Rio Claro,2019,5,Médio Paraíba,0,0,0,0,1,3,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,3
3304508,Rio das Flores,2019,5,Médio Paraíba,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,7
3304524,Rio das Ostras,2019,5,Baixadas Litorâneas,1,0,0,0,2,43,12,0,19,28,18,2,13,2,9,0,0,0,0,1,0,11,8,5,0,7,11,71,0,1,0,39,29
3304557,Rio de Janeiro,2019,5,Região Metropolitana,104,1,4,78,152,1872,150,45,1004,3664,1291,1038,1635,278,282,30,1,1,6,56,5,1283,672,974,597,882,101,4438,0,72,6,1939,361
3304607,Santa Maria Madalena,2019,5,Região Serrana,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304706,Santo Antônio de Pádua,2019,5,Noroeste Fluminense,0,0,0,0,0,14,4,2,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,15,0,0,0,6,19
3304755,São Francisco de Itabapoana,2019,5,Norte Fluminense,0,0,0,0,0,21,4,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,4,0,0,4,0,22,0,0,0,3,10
3304805,São Fidélis,2019,5,Norte Fluminense,0,0,0,0,2,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,6,0,1,0,2,5
3304904,São Gonçalo,2019,5,Região Metropolitana,24,0,3,13,42,231,20,7,143,814,168,148,458,145,49,6,0,0,0,10,0,233,105,59,9,31,1,368,0,8,0,101,67
3305000,São João da Barra,2019,5,Norte Fluminense,1,0,0,0,2,16,0,1,1,2,1,1,0,0,1,2,0,0,0,0,0,1,2,4,0,1,1,27,0,0,0,7,5
3305109,São João de Meriti,2019,5,Região Metropolitana,6,0,1,3,11,135,10,3,54,331,121,70,216,69,9,3,0,1,0,2,0,76,55,19,6,10,1,83,0,7,0,89,32
3305133,São José de Ubá,2019,5,Noroeste Fluminense,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3305158,São José do Vale do Rio Preto,2019,5,Região Serrana,0,0,0,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,6
3305208,São Pedro da Aldeia,2019,5,Baixadas Litorâneas,5,0,0,0,4,25,1,0,18,17,3,1,2,0,4,1,0,0,0,0,0,3,5,3,0,3,0,29,0,3,0,13,15
3305307,São Sebastião do Alto,2019,5,Região Serrana,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2
3305406,Sapucaia,2019,5,Centro-Sul Fluminense,0,0,0,0,0,5,1,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,2,0,8,0,0,0,1,20
3305505,Saquarema,2019,5,Baixadas Litorâneas,0,0,0,0,3,36,3,1,25,12,2,0,4,1,1,3,0,0,0,0,0,8,5,3,0,5,1,53,0,0,0,18,11
3305554,Seropédica,2019,5,Região Metropolitana,1,0,0,1,0,17,4,0,8,14,7,2,10,0,0,0,0,0,0,0,0,14,18,2,3,3,1,24,0,0,0,13,7
3305604,Silva Jardim,2019,5,Baixadas Litorâneas,1,0,0,0,0,5,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,3,7,0,0,0,2,3
3305703,Sumidouro,2019,5,Região Serrana,1,0,0,0,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,4
3305752,Tanguá,2019,5,Região Metropolitana,1,0,0,0,5,4,0,0,4,8,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0,1,0,6,0,0,0,3,4
3305802,Teresópolis,2019,5,Região Serrana,1,0,0,0,0,48,4,3,26,5,1,0,1,0,2,2,0,0,0,0,0,1,9,7,0,10,0,104,0,1,0,29,50
3305901,Trajano de Moraes,2019,5,Região Serrana,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2
3306008,Três Rios,2019,5,Centro-Sul Fluminense,4,0,0,1,1,27,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,2,4,1,0,4,2,40,0,1,0,7,36
3306107,Valença,2019,5,Médio Paraíba,1,0,0,0,2,22,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,1,16,0,0,0,6,31
3306156,Varre-Sai,2019,5,Noroeste Fluminense,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,2,1
3306206,Vassouras,2019,5,Centro-Sul Fluminense,0,0,0,0,1,16,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,5,14
3306305,Volta Redonda,2019,5,Médio Paraíba,12,0,0,0,7,67,2,0,36,23,9,2,3,0,0,1,0,0,0,0,0,2,13,14,1,19,1,113,0,0,0,54,67
3300100,Angra dos Reis,2019,6,Costa Verde,9,0,0,1,11,32,6,0,10,14,5,0,9,5,4,1,0,0,0,1,0,4,11,1,2,1,0,30,0,0,0,9,40
3300159,Aperibé,2019,6,Noroeste Fluminense,0,0,0,0,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
3300209,Araruama,2019,6,Baixadas Litorâneas,1,0,0,1,9,37,6,3,41,14,12,3,5,0,1,3,0,0,0,2,0,5,8,3,3,7,0,59,0,1,0,22,20
3300225,Areal,2019,6,Centro-Sul Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3300233,Armação dos Búzios,2019,6,Baixadas Litorâneas,1,0,0,0,2,21,0,0,10,17,3,0,1,0,2,1,0,0,0,0,0,2,3,4,0,6,2,37,0,0,0,7,8
3300258,Arraial do Cabo,2019,6,Baixadas Litorâneas,1,0,0,0,0,19,1,1,7,5,5,0,1,0,1,0,0,0,0,0,0,0,6,0,0,2,0,9,0,1,0,9,14
3300308,Barra do Piraí,2019,6,Médio Paraíba,0,0,0,0,5,41,7,1,17,4,0,2,0,0,0,1,0,0,0,0,0,0,1,7,0,1,2,23,0,0,0,13,52
3300407,Barra Mansa,2019,6,Médio Paraíba,5,0,0,1,10,40,4,0,7,6,3,0,2,1,2,0,0,0,0,0,0,0,5,2,1,12,3,35,0,1,0,14,40
3300456,Belford Roxo,2019,6,Região Metropolitana,12,0,0,11,13,118,10,2,36,177,48,31,218,25,8,1,0,0,0,2,0,61,24,5,2,8,0,37,0,1,0,24,12
3300506,Bom Jardim,2019,6,Região Serrana,1,0,0,0,0,6,3,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,4,4
3300605,Bom Jesus do Itabapoana,2019,6,Noroeste Fluminense,1,0,0,0,0,19,0,1,7,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,7,16
3300704,Cabo Frio,2019,6,Baixadas Litorâneas,10,0,0,5,11,44,4,6,35,54,23,2,12,0,6,0,0,0,0,0,0,9,17,10,2,10,6,77,0,0,0,37,22
3300803,Cachoeiras de Macacu,2019,6,Região Metropolitana,1,0,0,0,1,13,7,0,8,4,1,1,2,1,0,0,0,0,0,0,0,1,4,4,0,5,1,27,0,0,0,9,5
3300902,Cambuci,2019,6,Noroeste Fluminense,0,0,0,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,4
3300936,Carapebus,2019,6,Norte Fluminense,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
3300951,Comendador Levy Gasparian,2019,6,Centro-Sul Fluminense,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
3301009,Campos dos Goytacazes,2019,6,Norte Fluminense,19,0,0,0,15,120,20,4,36,44,23,5,3,2,5,3,0,0,0,1,0,14,17,22,9,22,8,147,0,2,0,65,95
3301108,Cantagalo,2019,6,Região Serrana,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,2,5
3301157,Cardoso Moreira,2019,6,Norte Fluminense,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4
3301207,Carmo,2019,6,Região Serrana,0,0,0,0,0,9,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2,7
3301306,Casimiro de Abreu,2019,6,Baixadas Litorâneas,0,0,0,0,0,13,1,0,7,5,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,1,0,9,0,0,0,3,7
3301405,Conceição de Macabu,2019,6,Norte Fluminense,1,0,0,0,3,7,1,0,8,1,0,0,0,0,2,0,0,0,0,0,0,1,2,2,0,7,0,6,0,0,0,3,4
3301504,Cordeiro,2019,6,Região Serrana,0,0,0,0,0,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,0,0,0,5,2
3301603,Duas Barras,2019,6,Região Serrana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
3301702,Duque de Caxias,2019,6,Região Metropolitana,22,1,0,11,21,253,23,21,110,538,121,133,296,79,22,4,0,0,2,4,2,97,100,72,12,30,1,380,0,6,0,135,20
3301801,Engenheiro Paulo de Frontin,2019,6,Centro-Sul Fluminense,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,18
3301850,Guapimirim,2019,6,Região Metropolitana,4,0,0,0,1,20,0,0,22,2,6,1,5,0,0,0,0,0,0,0,0,1,1,1,0,2,0,26,0,2,0,5,8
3301876,Iguaba Grande,2019,6,Baixadas Litorâneas,0,0,0,0,2,16,0,0,6,4,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,6,1,28,0,0,0,3,2
3301900,Itaboraí,2019,6,Região Metropolitana,6,0,0,0,2,38,8,2,29,87,50,10,57,11,8,1,0,0,0,0,0,23,18,5,3,9,1,65,0,2,0,30,11
3302007,Itaguaí,2019,6,Região Metropolitana,0,1,0,2,0,42,3,2,12,44,24,17,18,0,4,1,0,0,0,0,0,6,9,4,1,6,0,31,0,1,0,16,3
3302056,Italva,2019,6,Noroeste Fluminense,0,0,0,0,0,12,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,1,7,0,0,0,1,4
3302106,Itaocara,2019,6,Noroeste Fluminense,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,12,0,0,0,4,7
3302205,Itaperuna,2019,6,Noroeste Fluminense,2,0,0,0,3,40,2,1,11,1,2,0,0,0,1,1,0,0,0,0,0,1,7,1,0,3,3,31,0,0,0,9,97
3302254,Itatiaia,2019,6,Médio Paraíba,0,1,0,0,1,5,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,17,0,0,0,7,108
3302270,Japeri,2019,6,Região Metropolitana,4,0,0,1,2,24,2,2,13,20,3,2,11,0,1,0,0,0,0,0,0,12,8,4,0,2,0,17,0,0,0,2,8
3302304,Laje do Muriaé,2019,6,Noroeste Fluminense,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1
3302403,Macaé,2019,6,Norte Fluminense,5,0,0,1,7,54,5,0,25,33,21,3,13,1,0,2,0,0,0,1,1,5,4,11,4,15,2,80,0,0,0,54,22
3302452,Macuco,2019,6,Região Serrana,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302502,Magé,2019,6,Região Metropolitana,4,0,0,0,8,97,6,0,47,50,24,5,19,3,3,0,0,0,0,0,0,20,13,7,2,3,5,72,0,2,0,17,16
3302601,Mangaratiba,2019,6,Costa Verde,0,0,0,0,0,32,1,0,5,3,3,0,1,0,0,1,0,0,0,0,0,1,2,1,0,4,0,23,0,0,0,7,4
3302700,Maricá,2019,6,Região Metropolitana,6,0,0,1,1,32,9,0,32,28,8,1,10,2,2,5,0,0,0,0,0,3,10,13,1,12,1,52,0,0,0,25,13
3302809,Mendes,2019,6,Centro-Sul Fluminense,0,0,0,0,0,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,2
3302858,Mesquita,2019,6,Região Metropolitana,2,0,0,2,7,53,5,0,20,126,35,27,58,3,3,0,0,0,0,2,0,17,17,2,4,2,1,42,0,1,0,24,9
3302908,Miguel Pereira,2019,6,Centro-Sul Fluminense,0,0,0,0,2,9,3,2,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,26,0,0,0,3,9
3303005,Miracema,2019,6,Noroeste Fluminense,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,7,0,0,0,1,18
3303104,Natividade,2019,6,Noroeste Fluminense,0,0,0,0,0,4,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,2,4
3303203,Nilópolis,2019,6,Região Metropolitana,3,0,0,0,7,66,2,1,16,148,41,12,77,5,13,0,0,0,0,0,0,26,15,8,0,8,2,50,0,1,0,28,1
3303302,Niterói,2019,6,Região Metropolitana,13,0,0,19,36,133,11,2,123,221,46,8,126,11,11,7,0,0,1,4,1,50,47,63,14,58,17,288,0,9,0,91,50
3303401,Nova Friburgo,2019,6,Região Serrana,1,0,0,0,1,79,6,2,19,10,0,0,0,1,1,0,0,0,0,0,0,1,14,7,3,12,0,39,0,1,0,17,53
3303500,Nova Iguaçu,2019,6,Região Metropolitana,31,0,1,4,26,248,25,6,119,378,183,73,199,19,16,7,0,0,1,4,0,90,82,42,11,39,5,214,0,6,0,130,21
3303609,Paracambi,2019,6,Região Metropolitana,1,0,0,0,0,14,1,1,9,1,0,1,2,1,0,0,0,0,0,0,0,2,2,1,0,3,2,10,0,0,0,7,3
3303708,Paraíba do Sul,2019,6,Centro-Sul Fluminense,0,0,0,0,0,18,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,6,19
3303807,Paraty,2019,6,Costa Verde,2,0,0,0,2,14,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,18,0,0,0,3,14
3303856,Paty do Alferes,2019,6,Centro-Sul Fluminense,2,0,0,0,0,15,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,30,0,5,0,0,0,1,1
3303906,Petrópolis,2019,6,Região Serrana,2,0,0,0,1,124,4,0,39,32,3,1,2,1,0,1,0,0,0,0,0,5,11,19,4,28,1,96,0,3,0,43,91
3303955,Pinheiral,2019,6,Médio Paraíba,0,0,0,0,0,16,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,0,10,0,0,0,1,9
3304003,Piraí,2019,6,Médio Paraíba,0,0,0,0,1,19,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,14,0,0,0,2,16
3304102,Porciúncula,2019,6,Noroeste Fluminense,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,18
3304110,Porto Real,2019,6,Médio Paraíba,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,7,0,0,0,1,3
3304128,Quatis,2019,6,Médio Paraíba,0,0,0,0,0,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2
3304144,Queimados,2019,6,Região Metropolitana,3,0,0,3,5,50,7,0,10,56,28,6,27,1,0,2,0,0,1,0,1,14,7,4,1,8,2,21,0,0,1,8,1
3304151,Quissamã,2019,6,Norte Fluminense,1,0,0,1,0,11,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,1,7
3304201,Resende,2019,6,Médio Paraíba,1,0,0,0,3,44,3,0,11,4,2,1,0,0,2,0,0,0,0,0,0,4,3,4,0,7,1,35,0,2,0,13,28
3304300,Rio Bonito,2019,6,Região Metropolitana,0,0,0,0,4,21,2,2,2,1,2,1,3,1,3,0,0,0,0,0,0,1,14,2,0,2,0,15,0,1,0,4,9
3304409,Rio Claro,2019,6,Médio Paraíba,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,8
3304508,Rio das Flores,2019,6,Médio Paraíba,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
3304524,Rio das Ostras,2019,6,Baixadas Litorâneas,1,0,0,0,12,64,7,1,37,24,9,0,8,0,2,0,0,0,0,2,0,7,11,5,0,14,4,81,0,2,0,46,25
3304557,Rio de Janeiro,2019,6,Região Metropolitana,86,0,5,64,125,1784,125,41,1033,2963,1106,752,1313,246,208,34,1,1,11,51,4,1091,531,970,525,823,102,3916,0,69,3,1714,336
3304607,Santa Maria Madalena,2019,6,Região Serrana,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
3304706,Santo Antônio de Pádua,2019,6,Noroeste Fluminense,0,0,0,0,0,15,0,2,12,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,1,15,0,0,0,6,22
3304755,São Francisco de Itabapoana,2019,6,Norte Fluminense,3,0,0,0,1,8,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,34,0,0,0,2,9
3304805,São Fidélis,2019,6,Norte Fluminense,0,0,0,0,1,12,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,0,0,0,6,5
3304904,São Gonçalo,2019,6,Região Metropolitana,29,0,1,16,31,194,18,19,152,629,162,116,423,117,30,2,0,2,1,4,0,293,97,57,17,20,1,326,0,7,0,114,49
3305000,São João da Barra,2019,6,Norte Fluminense,0,0,0,0,0,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,2,1,29,0,0,0,5,12
3305109,São João de Meriti,2019,6,Região Metropolitana,16,0,1,6,14,103,14,5,46,243,130,65,166,49,7,0,0,1,1,4,0,84,43,23,4,16,2,91,0,5,0,81,12
3305133,São José de Ubá,2019,6,Noroeste Fluminense,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3305158,São José do Vale do Rio Preto,2019,6,Região Serrana,0,0,0,0,0,26,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,3,8
3305208,São Pedro da Aldeia,2019,6,Baixadas Litorâneas,3,0,0,2,4,15,1,0,25,16,11,0,6,2,2,1,0,0,0,1,0,4,7,1,0,5,0,23,0,0,0,13,16
3305307,São Sebastião do Alto,2019,6,Região Serrana,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,2,4
3305406,Sapucaia,2019,6,Centro-Sul Fluminense,0,0,0,0,0,7,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,9,0,1,0,1,21
3305505,Saquarema,2019,6,Baixadas Litorâneas,3,0,0,0,5,42,2,2,53,7,2,3,3,0,2,3,0,0,0,0,0,4,13,6,0,9,0,81,0,2,0,11,8
3305554,Seropédica,2019,6,Região Metropolitana,2,0,0,0,0,21,3,0,25,22,8,1,5,3,0,0,0,0,0,0,0,7,7,2,0,3,1,28,0,1,0,4,2
3305604,Silva Jardim,2019,6,Baixadas Litorâneas,0,0,0,0,0,9,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,2,3
3305703,Sumidouro,2019,6,Região Serrana,0,0,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,5,0,0,0,0,2
3305752,Tanguá,2019,6,Região Metropolitana,0,0,0,0,2,12,1,1,2,5,3,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,9,0,0,0,5,2
3305802,Teresópolis,2019,6,Região Serrana,0,0,0,0,0,68,3,6,38,4,1,0,1,0,0,1,0,0,0,0,0,0,6,5,0,7,2,55,0,2,1,24,47
3305901,Trajano de Moraes,2019,6,Região Serrana,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
3306008,Três Rios,2019,6,Centro-Sul Fluminense,4,0,0,0,11,32,2,1,7,1,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,10,0,30,0,0,0,3,41
3306107,Valença,2019,6,Médio Paraíba,2,0,0,0,0,33,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,22,0,0,0,8,24
3306156,Varre-Sai,2019,6,Noroeste Fluminense,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4
3306206,Vassouras,2019,6,Centro-Sul Fluminense,0,0,0,0,0,13,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,3,12
3306305,Volta Redonda,2019,6,Médio Paraíba,3,0,0,1,4,66,5,0,31,14,16,2,2,2,3,0,0,0,0,0,0,3,11,4,1,8,0,74,0,1,0,34,62
3300100,Angra dos Reis,2019,7,Costa Verde,5,0,0,4,7,33,2,4,17,12,2,1,12,6,6,0,0,0,0,0,0,10,8,5,0,2,0,35,0,1,1,13,16
3300159,Aperibé,2019,7,Noroeste Fluminense,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,3
3300209,Araruama,2019,7,Baixadas Litorâneas,2,0,0,1,8,44,3,0,36,11,17,1,5,2,0,2,0,0,0,0,0,1,4,6,2,7,2,62,0,1,0,27,28
3300225,Areal,2019,7,Centro-Sul Fluminense,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
3300233,Armação dos Búzios,2019,7,Baixadas Litorâneas,1,0,0,1,0,13,3,0,11,15,5,0,0,0,1,0,0,0,0,0,0,3,3,4,0,10,0,32,0,0,0,8,13
3300258,Arraial do Cabo,2019,7,Baixadas Litorâneas,1,0,0,3,3,7,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,4,3,0,7,1,14,0,0,0,5,8
3300308,Barra do Piraí,2019,7,Médio Paraíba,2,0,0,0,0,49,3,1,11,3,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,5,1,27,0,0,0,16,46
3300407,Barra Mansa,2019,7,Médio Paraíba,1,0,0,0,2,24,1,1,7,11,3,2,2,1,5,0,0,0,0,0,0,1,6,6,0,7,0,42,0,1,0,8,32
3300456,Belford Roxo,2019,7,Região Metropolitana,15,0,2,15,5,109,4,2,43,183,37,29,215,26,6,2,0,0,0,3,0,71,18,12,4,6,1,55,0,5,0,46,11
3300506,Bom Jardim,2019,7,Região Serrana,0,0,1,0,4,8,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,0,0,0,4,9
3300605,Bom Jesus do Itabapoana,2019,7,Noroeste Fluminense,0,0,0,0,1,21,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,3,0,9,0,0,0,3,29
3300704,Cabo Frio,2019,7,Baixadas Litorâneas,6,0,0,2,14,58,4,1,37,55,17,0,5,2,7,0,0,0,0,0,0,7,7,19,3,15,2,99,0,0,0,48,36
3300803,Cachoeiras de Macacu,2019,7,Região Metropolitana,3,1,0,1,1,26,2,1,15,8,0,0,4,1,0,0,0,0,0,0,0,0,3,1,1,3,0,14,0,0,0,4,5
3300902,Cambuci,2019,7,Noroeste Fluminense,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3
3300936,Carapebus,2019,7,Norte Fluminense,0,0,0,0,0,0,3,2,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0
3300951,Comendador Levy Gasparian,2019,7,Centro-Sul Fluminense,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,17
3301009,Campos dos Goytacazes,2019,7,Norte Fluminense,11,0,0,0,23,101,11,5,39,57,23,2,7,3,1,0,0,0,0,1,2,17,33,26,18,18,17,172,0,1,0,67,98
3301108,Cantagalo,2019,7,Região Serrana,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,6,2
3301157,Cardoso Moreira,2019,7,Norte Fluminense,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,0,1,0,0,7
3301207,Carmo,2019,7,Região Serrana,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,2,8
