fmun_cod,fmun,ano,mes,regiao,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas
3304128,Quatis,2016,9,Médio Paraíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304144,Queimados,2016,9,Região Metropolitana,23,0,2,1,20,59,2,0,29,80,20,19,22,24,8,1,0,0,0,1,0,19,19,17,11,8,0,84,0,4,0,22,15
3304151,Quissamã,2016,9,Norte Fluminense,0,0,0,0,0,16,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,1,4,1,0,0,0,14,0,0,0,2,2
3304201,Resende,2016,9,Médio Paraíba,3,1,0,0,1,60,1,4,19,8,3,2,2,0,4,3,0,0,0,0,0,4,3,9,1,22,4,51,0,2,0,15,25
3304300,Rio Bonito,2016,9,Região Metropolitana,0,0,0,0,1,20,0,2,10,2,2,0,4,1,0,0,0,0,0,0,0,3,8,0,1,0,0,22,0,0,0,8,13
3304409,Rio Claro,2016,9,Médio Paraíba,0,0,0,0,1,2,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,2
3304508,Rio das Flores,2016,9,Médio Paraíba,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1
3304524,Rio das Ostras,2016,9,Baixadas Litorâneas,10,0,0,2,5,52,3,0,42,53,22,0,13,2,7,1,1,0,0,0,0,5,7,17,1,7,1,76,0,4,0,25,27
3304557,Rio de Janeiro,2016,9,Região Metropolitana,103,2,1,50,166,2160,143,37,1384,3642,882,676,1511,497,297,41,0,2,2,45,12,1169,531,1290,732,986,96,4347,1,58,3,1853,679
3304607,Santa Maria Madalena,2016,9,Região Serrana,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0
3304706,Santo Antônio de Pádua,2016,9,Noroeste Fluminense,1,0,0,0,3,21,1,1,11,2,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,4,1,18,0,0,0,4,16
3304755,São Francisco de Itabapoana,2016,9,Norte Fluminense,4,0,0,0,3,10,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,1,0,18,0,0,0,1,5
3304805,São Fidélis,2016,9,Norte Fluminense,0,0,0,0,2,9,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,1,0,4,3
3304904,São Gonçalo,2016,9,Região Metropolitana,19,0,0,5,28,273,18,7,130,1052,164,70,432,50,64,10,0,1,0,1,1,121,96,99,24,33,5,275,0,7,0,132,58
3305000,São João da Barra,2016,9,Norte Fluminense,1,0,0,0,0,23,3,0,7,5,0,1,1,0,3,4,0,0,0,0,0,3,0,0,2,0,0,25,0,0,0,4,4
3305109,São João de Meriti,2016,9,Região Metropolitana,14,0,4,1,19,138,13,0,61,378,85,68,213,48,15,4,0,0,0,2,0,68,41,21,11,16,0,77,0,1,0,71,35
3305133,São José de Ubá,2016,9,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305158,São José do Vale do Rio Preto,2016,9,Região Serrana,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0
3305208,São Pedro da Aldeia,2016,9,Baixadas Litorâneas,7,0,0,0,4,43,1,0,14,21,6,4,4,3,5,1,0,0,0,0,0,3,5,0,1,2,2,37,0,0,0,7,18
3305307,São Sebastião do Alto,2016,9,Região Serrana,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
3305406,Sapucaia,2016,9,Centro-Sul Fluminense,0,0,0,0,0,5,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,1,4
3305505,Saquarema,2016,9,Baixadas Litorâneas,3,0,0,2,4,31,6,1,32,14,1,0,2,0,4,1,0,0,0,0,0,1,6,7,1,6,1,53,0,1,0,11,9
3305554,Seropédica,2016,9,Região Metropolitana,6,0,0,0,7,26,2,0,9,21,10,0,16,6,4,1,0,0,0,0,0,4,6,1,0,4,0,24,0,0,0,9,3
3305604,Silva Jardim,2016,9,Baixadas Litorâneas,0,0,0,0,0,10,0,0,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,3,1
3305703,Sumidouro,2016,9,Região Serrana,0,0,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1
3305752,Tanguá,2016,9,Região Metropolitana,0,0,0,0,0,9,2,0,2,11,0,0,5,1,0,0,0,0,0,0,0,0,1,2,0,1,0,14,0,0,0,6,3
3305802,Teresópolis,2016,9,Região Serrana,0,0,0,0,3,97,4,6,26,13,0,1,0,1,0,1,0,0,0,0,0,2,14,19,0,6,0,55,0,1,0,34,31
3305901,Trajano de Moraes,2016,9,Região Serrana,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0
3306008,Três Rios,2016,9,Centro-Sul Fluminense,0,0,0,0,1,58,5,1,9,7,1,1,0,3,2,1,0,0,0,0,0,0,0,2,0,10,4,52,0,0,0,10,44
3306107,Valença,2016,9,Médio Paraíba,0,0,0,0,4,20,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,11,0,1,0,0,20
3306156,Varre-Sai,2016,9,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306206,Vassouras,2016,9,Centro-Sul Fluminense,2,0,0,0,5,9,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,2,5
3306305,Volta Redonda,2016,9,Médio Paraíba,2,0,0,0,12,85,6,3,27,28,13,1,1,1,3,0,0,0,0,0,0,4,25,19,1,17,0,73,0,0,0,37,50
3300100,Angra dos Reis,2016,10,Costa Verde,7,0,0,0,11,57,4,2,26,11,3,4,5,0,2,1,0,0,0,0,0,6,19,5,0,8,0,39,0,1,0,15,15
3300159,Aperibé,2016,10,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300209,Araruama,2016,10,Baixadas Litorâneas,12,0,0,1,6,31,5,2,26,22,10,0,6,0,1,1,0,0,0,0,0,2,8,4,0,9,2,72,0,0,0,15,17
3300225,Areal,2016,10,Centro-Sul Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300233,Armação dos Búzios,2016,10,Baixadas Litorâneas,1,0,0,0,2,17,1,0,7,6,1,0,1,0,0,0,0,0,0,0,0,13,5,2,0,6,1,28,0,0,0,7,5
3300258,Arraial do Cabo,2016,10,Baixadas Litorâneas,0,0,0,0,2,19,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,1,19,0,0,0,4,17
3300308,Barra do Piraí,2016,10,Médio Paraíba,4,0,0,0,4,50,2,4,8,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,0,21,0,0,0,6,16
3300407,Barra Mansa,2016,10,Médio Paraíba,2,0,0,0,7,88,2,0,18,14,9,4,0,2,7,0,0,0,0,0,0,5,11,9,1,12,0,60,0,3,0,9,23
3300456,Belford Roxo,2016,10,Região Metropolitana,14,0,0,6,4,162,7,1,29,300,21,43,182,37,9,2,0,0,2,2,0,50,28,31,7,7,0,69,0,1,0,20,19
3300506,Bom Jardim,2016,10,Região Serrana,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,3,1
3300605,Bom Jesus do Itabapoana,2016,10,Noroeste Fluminense,0,0,1,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,7,3,13,0,1,0,0,14
3300704,Cabo Frio,2016,10,Baixadas Litorâneas,14,0,1,0,15,53,10,1,37,43,1,1,9,6,12,2,0,0,0,0,0,12,15,29,1,5,1,72,0,0,0,30,46
3300803,Cachoeiras de Macacu,2016,10,Região Metropolitana,1,0,0,0,2,32,3,1,1,7,0,0,3,0,0,1,0,0,0,0,1,1,2,2,0,2,4,24,0,0,0,4,15
3300902,Cambuci,2016,10,Noroeste Fluminense,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
3300936,Carapebus,2016,10,Norte Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300951,Comendador Levy Gasparian,2016,10,Centro-Sul Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301009,Campos dos Goytacazes,2016,10,Norte Fluminense,18,0,0,0,41,100,8,5,52,142,17,12,25,3,14,9,0,0,0,0,1,21,28,67,16,15,8,178,0,4,0,55,73
3301108,Cantagalo,2016,10,Região Serrana,1,0,0,0,1,9,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,4
3301157,Cardoso Moreira,2016,10,Norte Fluminense,0,0,0,0,0,14,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,4,3,0,0,0,2,12
3301207,Carmo,2016,10,Região Serrana,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,7,0,0,0,4,1
3301306,Casimiro de Abreu,2016,10,Baixadas Litorâneas,1,0,0,0,0,18,0,0,1,5,1,1,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,12,0,0,0,5,38
3301405,Conceição de Macabu,2016,10,Norte Fluminense,1,0,0,0,2,9,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,3
3301504,Cordeiro,2016,10,Região Serrana,0,0,0,0,1,14,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,6,0,0,0,3,9
3301603,Duas Barras,2016,10,Região Serrana,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1
3301702,Duque de Caxias,2016,10,Região Metropolitana,33,1,0,7,48,311,33,8,125,675,112,224,328,79,35,3,0,0,0,5,0,76,67,100,23,41,1,260,1,11,0,139,45
3301801,Engenheiro Paulo de Frontin,2016,10,Centro-Sul Fluminense,0,0,0,0,0,14,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9
3301850,Guapimirim,2016,10,Região Metropolitana,1,0,2,0,3,29,4,2,13,18,8,5,8,2,5,1,0,0,0,0,0,3,8,1,1,2,1,19,0,0,0,3,8
3301876,Iguaba Grande,2016,10,Baixadas Litorâneas,2,0,0,0,0,10,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,0,13,0,0,0,2,7
3301900,Itaboraí,2016,10,Região Metropolitana,10,0,0,1,13,73,10,4,30,127,13,26,74,6,17,3,0,0,1,2,0,19,33,11,3,5,2,75,0,1,1,37,34
3302007,Itaguaí,2016,10,Região Metropolitana,6,0,0,0,4,49,2,0,18,44,11,12,42,3,7,3,0,0,0,1,0,34,20,4,2,7,1,52,0,1,0,20,10
3302056,Italva,2016,10,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302106,Itaocara,2016,10,Noroeste Fluminense,2,0,0,0,0,9,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5,0,0,0,3,9
3302205,Itaperuna,2016,10,Noroeste Fluminense,2,0,0,0,1,58,2,1,14,2,1,0,0,1,2,2,0,0,0,0,0,0,3,2,0,14,5,34,0,1,0,14,37
3302254,Itatiaia,2016,10,Médio Paraíba,4,0,0,0,2,17,1,0,2,5,0,0,1,1,3,1,0,0,0,0,0,3,0,1,0,2,3,15,0,3,0,4,9
3302270,Japeri,2016,10,Região Metropolitana,12,0,0,0,3,30,1,1,14,43,9,1,19,3,10,0,0,0,0,0,0,13,2,3,1,1,0,12,0,0,0,6,11
3302304,Laje do Muriaé,2016,10,Noroeste Fluminense,0,0,0,0,0,13,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
3302403,Macaé,2016,10,Norte Fluminense,7,0,2,0,6,81,4,2,31,59,46,1,18,4,10,2,0,0,0,1,0,12,14,10,2,28,1,107,0,0,0,45,16
3302452,Macuco,2016,10,Região Serrana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3302502,Magé,2016,10,Região Metropolitana,4,0,1,1,11,117,5,2,33,84,23,12,30,6,11,6,0,0,0,1,1,8,5,15,3,9,2,52,0,2,0,18,19
3302601,Mangaratiba,2016,10,Costa Verde,4,0,0,0,5,12,1,0,5,2,1,1,4,0,0,0,0,0,0,0,0,1,5,2,1,1,0,27,0,0,0,6,2
3302700,Maricá,2016,10,Região Metropolitana,3,0,1,0,3,68,2,4,54,68,6,0,23,2,8,1,0,0,0,0,0,5,30,23,3,8,2,94,0,0,0,30,13
3302809,Mendes,2016,10,Centro-Sul Fluminense,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,4
3302858,Mesquita,2016,10,Região Metropolitana,4,1,0,1,5,65,6,0,23,180,30,44,86,11,12,0,0,0,0,2,0,25,35,42,8,10,1,48,0,0,0,23,12
3302908,Miguel Pereira,2016,10,Centro-Sul Fluminense,2,0,1,0,1,15,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,4,0,15,0,0,0,3,11
3303005,Miracema,2016,10,Noroeste Fluminense,1,0,0,0,1,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,7,0,0,0,5,9
3303104,Natividade,2016,10,Noroeste Fluminense,1,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,8,0,0,0,1,5
3303203,Nilópolis,2016,10,Região Metropolitana,4,0,1,0,2,71,6,0,16,195,48,6,165,11,3,1,0,0,1,1,0,27,21,27,2,16,0,44,0,2,0,25,6
3303302,Niterói,2016,10,Região Metropolitana,10,0,0,6,13,194,12,4,124,353,66,31,172,6,36,7,0,0,0,2,0,56,75,116,27,52,25,250,0,6,0,164,71
3303401,Nova Friburgo,2016,10,Região Serrana,3,0,0,1,4,128,9,1,29,0,1,0,0,1,0,0,0,0,0,0,0,1,4,8,0,10,0,50,0,0,0,21,43
3303500,Nova Iguaçu,2016,10,Região Metropolitana,38,0,0,5,20,318,25,8,154,694,209,105,308,74,44,4,0,0,1,2,0,137,62,55,15,28,2,277,1,4,0,140,20
3303609,Paracambi,2016,10,Região Metropolitana,3,0,0,0,1,29,0,2,5,4,0,0,5,5,0,0,0,0,0,0,0,3,2,1,0,2,0,6,0,0,0,5,8
3303708,Paraíba do Sul,2016,10,Centro-Sul Fluminense,1,0,0,0,1,20,2,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,12,2,10,0,0,0,0,16
3303807,Paraty,2016,10,Costa Verde,1,0,0,0,11,9,2,0,4,2,0,0,1,0,2,0,0,0,0,0,0,6,9,2,0,3,1,25,0,1,0,2,9
3303856,Paty do Alferes,2016,10,Centro-Sul Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3303906,Petrópolis,2016,10,Região Serrana,1,0,0,0,6,128,6,2,56,10,4,1,1,1,2,3,0,0,0,1,0,9,13,11,3,33,0,92,0,3,0,40,45
3303955,Pinheiral,2016,10,Médio Paraíba,0,0,0,0,3,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,15,0,0,0,1,3
3304003,Piraí,2016,10,Médio Paraíba,0,0,0,0,0,16,1,3,6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,14,0,0,0,3,7
3304102,Porciúncula,2016,10,Noroeste Fluminense,0,0,0,0,0,12,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,0,0,0,1,10
3304110,Porto Real,2016,10,Médio Paraíba,0,0,0,0,3,14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,20,0,0,0,3,3
3304128,Quatis,2016,10,Médio Paraíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3304144,Queimados,2016,10,Região Metropolitana,36,0,1,1,3,66,7,4,24,77,15,12,26,11,11,3,0,0,0,0,0,8,12,8,1,9,2,45,0,2,0,23,10
3304151,Quissamã,2016,10,Norte Fluminense,1,0,0,0,2,23,1,1,5,3,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,1,6
3304201,Resende,2016,10,Médio Paraíba,8,0,0,0,2,67,7,1,11,11,6,1,3,0,2,0,1,0,0,0,0,1,5,3,3,14,9,59,0,3,0,17,27
3304300,Rio Bonito,2016,10,Região Metropolitana,1,0,0,0,1,17,0,0,22,3,1,0,7,1,0,0,0,0,0,0,0,0,13,2,0,2,1,18,0,1,0,13,11
3304409,Rio Claro,2016,10,Médio Paraíba,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,3
3304508,Rio das Flores,2016,10,Médio Paraíba,0,0,0,0,0,9,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0
3304524,Rio das Ostras,2016,10,Baixadas Litorâneas,3,0,0,1,2,51,5,3,23,59,9,0,19,2,5,1,0,0,0,0,0,8,11,17,1,13,2,83,0,4,0,19,22
3304557,Rio de Janeiro,2016,10,Região Metropolitana,101,4,13,46,182,2446,128,52,1396,4005,1008,803,1778,516,248,44,2,3,3,30,15,1253,512,1228,677,884,82,4244,3,82,3,1896,600
3304607,Santa Maria Madalena,2016,10,Região Serrana,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0
3304706,Santo Antônio de Pádua,2016,10,Noroeste Fluminense,1,0,0,0,1,25,3,2,14,0,0,0,0,0,3,0,0,0,0,0,0,1,5,1,0,3,1,16,0,0,0,9,18
3304755,São Francisco de Itabapoana,2016,10,Norte Fluminense,1,0,0,0,1,9,1,1,6,0,0,0,2,0,1,0,0,0,0,0,0,2,2,0,1,0,0,13,0,1,0,4,2
3304805,São Fidélis,2016,10,Norte Fluminense,0,0,0,0,0,8,0,0,10,1,0,0,1,1,0,0,0,0,0,0,0,0,6,0,1,2,3,9,0,0,0,3,5
3304904,São Gonçalo,2016,10,Região Metropolitana,25,0,3,7,19,314,25,16,211,1082,168,79,494,74,83,3,0,0,0,7,0,113,125,119,23,42,6,290,0,7,0,134,56
3305000,São João da Barra,2016,10,Norte Fluminense,0,0,0,0,0,25,0,2,8,0,0,1,3,0,2,3,0,0,0,0,0,0,4,2,2,1,0,23,0,0,0,2,4
3305109,São João de Meriti,2016,10,Região Metropolitana,25,0,3,0,9,187,11,6,71,504,79,90,291,53,20,1,0,0,0,2,0,56,54,26,4,17,0,84,0,2,0,70,22
3305133,São José de Ubá,2016,10,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3305158,São José do Vale do Rio Preto,2016,10,Região Serrana,0,0,0,0,0,10,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,0,4
3305208,São Pedro da Aldeia,2016,10,Baixadas Litorâneas,9,0,0,0,0,34,1,3,18,14,1,1,4,2,1,0,0,0,0,0,0,1,6,4,0,3,0,33,0,0,0,12,30
3305307,São Sebastião do Alto,2016,10,Região Serrana,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3305406,Sapucaia,2016,10,Centro-Sul Fluminense,1,0,0,0,0,8,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,1,0,0,1,0,12,0,0,0,2,4
3305505,Saquarema,2016,10,Baixadas Litorâneas,2,0,0,1,0,31,5,0,15,9,1,0,3,0,1,0,0,0,0,0,0,1,3,6,0,3,0,56,0,0,0,7,13
3305554,Seropédica,2016,10,Região Metropolitana,4,0,0,0,1,30,3,5,17,25,1,1,16,8,4,0,0,0,0,0,0,12,4,1,1,3,0,13,0,1,0,13,7
3305604,Silva Jardim,2016,10,Baixadas Litorâneas,0,0,0,0,0,14,0,2,6,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,7
3305703,Sumidouro,2016,10,Região Serrana,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
3305752,Tanguá,2016,10,Região Metropolitana,2,0,0,0,0,9,1,4,1,7,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,3,0,12,0,0,0,5,4
3305802,Teresópolis,2016,10,Região Serrana,1,0,0,0,5,100,8,2,67,9,0,0,0,1,0,0,0,0,0,0,0,3,17,16,3,4,0,85,0,2,0,27,34
3305901,Trajano de Moraes,2016,10,Região Serrana,0,0,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1
3306008,Três Rios,2016,10,Centro-Sul Fluminense,2,0,0,0,2,54,6,0,10,6,0,0,0,0,3,0,0,0,0,0,0,4,2,4,0,3,1,59,0,1,0,15,55
3306107,Valença,2016,10,Médio Paraíba,1,1,0,0,3,15,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,21,0,0,0,8,22
3306156,Varre-Sai,2016,10,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3306206,Vassouras,2016,10,Centro-Sul Fluminense,0,0,0,0,3,14,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,3,0,15,0,0,0,2,16
3306305,Volta Redonda,2016,10,Médio Paraíba,6,0,0,2,7,88,1,0,14,16,4,0,2,3,3,1,0,0,0,0,0,3,29,13,0,17,0,73,0,1,0,43,60
3300100,Angra dos Reis,2016,11,Costa Verde,10,1,0,1,18,50,7,0,20,33,3,2,10,2,9,0,0,0,0,0,0,11,22,7,2,3,1,70,0,1,0,14,13
3300159,Aperibé,2016,11,Noroeste Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300209,Araruama,2016,11,Baixadas Litorâneas,7,0,0,0,4,46,2,1,21,27,10,0,5,0,0,5,0,0,0,0,0,3,4,3,2,11,3,63,0,0,0,11,25
3300225,Areal,2016,11,Centro-Sul Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300233,Armação dos Búzios,2016,11,Baixadas Litorâneas,0,0,0,0,1,6,2,0,2,3,2,0,2,2,3,0,0,0,0,0,0,6,1,2,0,4,0,28,0,1,0,5,10
3300258,Arraial do Cabo,2016,11,Baixadas Litorâneas,0,0,0,0,0,13,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,27,0,0,0,1,9
3300308,Barra do Piraí,2016,11,Médio Paraíba,2,0,0,0,2,31,1,1,8,3,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0,2,0,15,0,0,0,9,25
3300407,Barra Mansa,2016,11,Médio Paraíba,4,0,0,0,12,37,3,0,4,11,2,0,1,5,4,0,0,0,0,0,0,3,25,12,1,7,1,61,0,0,0,6,38
3300456,Belford Roxo,2016,11,Região Metropolitana,26,0,0,4,15,164,11,1,31,231,35,28,162,33,6,1,0,0,0,4,0,22,30,17,5,10,0,69,0,4,1,25,23
3300506,Bom Jardim,2016,11,Região Serrana,0,0,0,0,0,7,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,0,4,1
3300605,Bom Jesus do Itabapoana,2016,11,Noroeste Fluminense,0,0,1,0,0,23,1,0,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,14,0,0,0,1,7
3300704,Cabo Frio,2016,11,Baixadas Litorâneas,16,0,1,2,26,84,10,4,19,42,5,1,15,2,3,1,0,0,0,0,0,9,14,10,1,8,4,95,0,1,0,26,45
3300803,Cachoeiras de Macacu,2016,11,Região Metropolitana,3,0,0,0,0,16,0,0,3,7,0,1,2,0,4,0,0,0,0,0,0,2,3,1,0,3,0,27,0,0,0,3,10
3300902,Cambuci,2016,11,Noroeste Fluminense,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5
3300936,Carapebus,2016,11,Norte Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300951,Comendador Levy Gasparian,2016,11,Centro-Sul Fluminense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301009,Campos dos Goytacazes,2016,11,Norte Fluminense,30,0,0,0,24,93,5,9,50,103,21,15,20,3,15,2,0,0,0,0,0,23,24,40,23,11,4,137,0,2,0,35,86
3301108,Cantagalo,2016,11,Região Serrana,1,0,0,0,0,7,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,2,0,5,0,0,0,3,3
3301157,Cardoso Moreira,2016,11,Norte Fluminense,0,0,0,0,0,10,4,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
3301207,Carmo,2016,11,Região Serrana,0,0,0,0,0,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,1,2
3301306,Casimiro de Abreu,2016,11,Baixadas Litorâneas,1,0,0,1,0,6,1,0,4,6,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,14,0,1,0,7,21
3301405,Conceição de Macabu,2016,11,Norte Fluminense,0,0,0,0,0,5,2,0,2,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,4
